NIM;Kepulauan Asal Lahir;Jurusan Sekolah;Profil Sekolah;Jalur Pendaftaran;IPK1;IPK2;IPK3;IPK4;jumlah Matakuliah D/E/F;jumlah sks d/e/f;IPK 60 SKS;total sks semester 1-3;total SKS semester 1-4;Status
5a68e87ea3c3c71c3c512a3a09094646;Jawa;SMA;NEGERI;RAPORT;2.94;3.21;3.05;3.11;1;4;3.43;61;81;TIDAK SISIP
5c0e3931be8975ba0c69934da3b86b19;Bali & NTT;SMA;SWASTA;RAPORT;3.78;3.32;3.28;3.34;0;0;3.59;58;80;TIDAK SISIP
5ccdf731323d90c9fb6a02cb831aafc6;Bali & NTT;SMA;SWASTA;RAPORT;1.93;2.37;2.71;2.75;4;13;3.13;60;82;TIDAK SISIP
5d2b381bdbbce262d1ff5a9fb7f73f1a;Jawa;SMA;SWASTA;RAPORT;2.89;2.72;2.34;2.46;4;14;2.74;58;76;TIDAK SISIP
62a62dc93b06e3e3af7d7f9b7d86e98e;Jawa;SMA;SWASTA;TES;3.5;3.45;3.43;3.42;0;0;3.79;60;80;TIDAK SISIP
62b3bd42e4aa5ff3f0b90c92c5ce2c39;Papua & Maluku;SMA;SWASTA;TES;3.5;3.55;3.23;3.25;0;0;3.60;60;80;TIDAK SISIP
63ce23b169b5f3c35a673f1c15d9d723;Kalimantan;SMK;SWASTA;RAPORT;3.22;3.37;3.26;3.16;0;0;3.43;58;76;TIDAK SISIP
648d067c85cbcce09c127ccc3846565c;Jawa;SMA;NEGERI;RAPORT;4;3.7;3.81;3.79;0;0;3.89;62;85;TIDAK SISIP
65a7b06e2639909f79ee702af95d91e2;Jawa;SMK;SWASTA;RAPORT;3.39;3.48;3.32;3.24;0;0;3.39;62;83;TIDAK SISIP
69fb3301e48cbda4410da2402a14aabc;Jawa;SMA;SWASTA;TES;3.56;3.45;3.21;3.2;0;0;3.44;62;80;TIDAK SISIP
6a37c850f9ab9ce8cad72c4fcb0f70b6;Bali & NTT;SMA;NEGERI;RAPORT;2.11;1;1;1;9;23;1.00;38;38;SISIP
6a42867045da859e0816c4b6580673ef;Jawa;SMA;SWASTA;RAPORT;3.47;2.97;3.02;2.95;2;5;3.24;62;82;TIDAK SISIP
6b5c32b08d5418de3753ce038e2ddf0f;Jawa;SMA;NEGERI;RAPORT;3.83;3.68;3.52;3.55;0;0;3.67;62;86;TIDAK SISIP
6c78a18b4074489ab729b82679f8b014;Papua & Maluku;SMA;NEGERI;RAPORT;3.17;3.08;2.85;2.85;1;4;3.15;60;80;TIDAK SISIP
6db0b2ecd27e7f654ace1e2d1c96db1c;Papua & Maluku;SMA;SWASTA;RAPORT;3.28;3.21;2.81;2.88;2;7;3.38;58;78;TIDAK SISIP
6ee12acc8be0cf79b1829ffcd40a241d;Sulawesi;SMA;SWASTA;RAPORT;3.83;3.65;3.47;3.57;0;0;3.66;62;84;TIDAK SISIP
7224ac0c3132cc6773f20f2e8285b339;Jawa;SMK;SWASTA;RAPORT;2.72;3.08;2.72;2.68;3;11;3.02;60;80;TIDAK SISIP
73548b2b1077157f68fbc91aeaa2c220;Sumatera;SMA;NEGERI;RAPORT;3.25;2.83;2.57;2.66;4;9;2.93;60;79;TIDAK SISIP
79321764cf646a6c0f3573e4c50516d0;Jawa;SMK;SWASTA;TES;0.67;0.67;0.67;0.67;5;15;0.67;18;18;SISIP
79626c3bfcb1a3674f96e13e88c27af4;Sumatera;SMA;SWASTA;RAPORT;1.5;1.8;2.09;1.48;9;28;1.56;57;81;SISIP
7b3e097835bc757227da14b4124d1c4a;Sulawesi;SMA;SWASTA;RAPORT;1.88;1.28;0.94;0.76;16;43;0.78;54;66;SISIP
7bbd0da7f39e6b5c16f02e5d0d533621;Jawa;SMA;NEGERI;RAPORT;3.27;3.3;3.49;3.42;1;3;3.75;62;86;TIDAK SISIP
7cc48062b7761333f204254b900212d8;Sumatera;SMA;SWASTA;TES;2.33;1.89;1.2;0.99;10;32;1.13;58;73;SISIP
7fc891f0985db70f5351ddd1ca8ee7fd;Kalimantan;SMA;NEGERI;TES;3.26;3.36;3.36;3.28;1;3;3.82;102;123;TIDAK SISIP
807833344dd2568282412d37ceed279f;Papua & Maluku;SMA;NEGERI;RAPORT;4;3.84;3.67;3.61;0;0;3.75;60;80;TIDAK SISIP
8158f83ffa3b2ff478c3c08ab991b2fe;Kalimantan;SMA;NEGERI;TES;4;3.6;3.74;3.66;0;0;3.77;62;86;TIDAK SISIP
81c6c4590a1cc52a4b03461cfb95e33a;Kalimantan;SMA;NEGERI;RAPORT;3.67;3.61;3.58;3.5;0;0;3.51;65;88;TIDAK SISIP
81eab591df0429a3f50d887d305fc554;Jawa;SMA;SWASTA;RAPORT;3;3.4;3.21;3.07;0;0;3.38;62;82;TIDAK SISIP
82abf5794c50f4a8d8ec268d9c51e418;Kalimantan;SMA;SWASTA;RAPORT;3.44;3.5;3.48;3.42;0;0;3.72;63;83;TIDAK SISIP
839110106f1c9cafa9e1735417cff7b9;Sumatera;SMK;NEGERI;TES;3.44;3.4;3.55;3.47;0;0;3.62;62;86;TIDAK SISIP
83eef4c694ff1c12129b5729c2784d54;Bali & NTT;SMK;SWASTA;RAPORT;3.89;3.47;3.47;3.58;0;0;3.72;60;84;TIDAK SISIP
8581ed202ff55ec27014b56576d1a3e6;Sumatera;SMA;SWASTA;RAPORT;3;3.24;3.32;3.33;0;0;3.44;60;83;TIDAK SISIP
8701d6684a2290b45b2b162c39be431c;Sumatera;SMA;NEGERI;RAPORT;1.33;0.74;0.74;0.74;11;32;0.74;38;38;SISIP
88cf46852aeb07a4b3e8a75fc286cc54;Jawa;SMK;NEGERI;RAPORT;3.44;3.47;3.4;3.32;0;0;3.63;60;80;TIDAK SISIP
893f4ff5eef12b6bb2fe61ef474a1d11;Sumatera;SMA;NEGERI;RAPORT;3.78;3.83;3.89;3.85;0;0;4.00;64;86;TIDAK SISIP
895702d6ffe12cc4edf4d36ca7719d6d;Jawa;SMK;SWASTA;TES;4;3.74;3.77;3.65;0;0;3.62;62;82;TIDAK SISIP
8a1451055eb68440e9ce8e2099f90ad2;Kalimantan;SMA;SWASTA;RAPORT;3.28;3.24;3.05;2.99;0;0;3.31;60;80;TIDAK SISIP
8ce250ed7c2f3082f7a127c6855fa982;Jawa;SMK;SWASTA;RAPORT;3.89;3.66;3.78;3.8;0;0;3.90;58;80;TIDAK SISIP
8e905f9c23e61242df2ef36b24d00c82;Jawa;SMA;NEGERI;TES;2.8;3.25;3.27;3.19;2;6;3.39;61;84;TIDAK SISIP
914a6ae2e9f9cd373961b788ab3dd8dd;Jawa;SMA;NEGERI;TES;4;3.87;3.92;3.94;0;0;4.00;62;82;TIDAK SISIP
932f0f41201c31eb34a8724f2dcf0667;Sumatera;SMA;NEGERI;TES;2.9;2.5;2.02;2.02;6;21;1.75;61;61;SISIP
95f01f9be7cf8ec4877180fe742a0568;Bali & NTT;SMA;NEGERI;RAPORT;3.5;3.3;3.34;3.38;0;0;3.59;62;85;TIDAK SISIP
96a87e77b1f6ec4c018fee3a757ba5ea;Papua & Maluku;SMA;SWASTA;RAPORT;2.56;2;1.31;1.31;9;29;1.31;58;58;SISIP
9799ebcc5f63ed8891f85a748756386a;Kalimantan;SMA;SWASTA;RAPORT;3.44;3.45;3.46;3.36;0;0;3.49;63;86;TIDAK SISIP
991b999d6ca164a337994ef8f4524331;Jawa;SMA;SWASTA;RAPORT;4;3.95;3.87;3.84;0;0;3.95;62;85;TIDAK SISIP
993ab7d62fd22cf5a1680c9068a765e5;Kalimantan;SMA;NEGERI;RAPORT;2.93;3.14;3.16;3.02;0;0;3.27;61;83;TIDAK SISIP
9b8ae589be3cd01785ff473ce537124f;Jawa;SMA;NEGERI;RAPORT;4;3.74;3.67;3.69;0;0;3.75;66;90;TIDAK SISIP
9c1599a668ead37648cfd21db7e9b365;Jawa;SMA;SWASTA;TES;3.5;2.5;2.41;2.43;8;23;2.82;58;78;TIDAK SISIP
9c8f2ebde1a9025de98d4ca0b73c79bb;Jawa;SMA;SWASTA;RAPORT;3.06;3.08;3.22;3.2;0;0;3.51;60;82;TIDAK SISIP
9ce0455bb21b49da608860fc52bc4c1b;Bali & NTT;SMA;NEGERI;TES;0.67;0.67;0.67;0.67;5;15;0.67;18;18;SISIP
9e92c5ca575929a41b43b069092639d4;Jawa;SMK;SWASTA;RAPORT;3.17;3.05;2.7;2.78;2;6;3.18;63;85;TIDAK SISIP
9ebe9332bc474accd600ae68ea309b26;Bali & NTT;SMA;NEGERI;RAPORT;3.56;3.45;3.56;3.52;0;0;3.68;61;81;TIDAK SISIP
a03a63193d7dc689e5aae69152ad72fa;Bali & NTT;SMA;SWASTA;TES;3;2.88;2.92;2.94;1;3;3.33;62;80;TIDAK SISIP
a1a7f3e6441b130ab30face30614170f;Bali & NTT;SMA;NEGERI;RAPORT;3.78;3.52;3.32;3.31;0;0;3.56;62;83;TIDAK SISIP
a1fe2ec464023786d9961d0740478844;Sulawesi;SMA;SWASTA;RAPORT;0.33;0.33;0.33;0.33;5;15;0.33;18;18;SISIP
a39db7cd4c1b6e0a1c80cd4c58292cad;Jawa;SMK;NEGERI;TES;3.33;3.58;3.48;3.48;0;0;3.69;60;83;TIDAK SISIP
a4016c759e0aa03dac336bff21f31aea;Papua & Maluku;SMA;NEGERI;RAPORT;3.39;3.38;3.46;3.26;0;0;3.57;62;86;TIDAK SISIP
a42ccfdef7b2eb201365d70a258b7084;Jawa;SMA;NEGERI;RAPORT;4;3.89;3.93;3.92;0;0;3.93;60;83;TIDAK SISIP
ad66709008b13964f884e936c655dc9f;Bali & NTT;SMA;SWASTA;TES;2.89;3.1;3.44;3.26;1;3;3.68;64;85;TIDAK SISIP
adb5e7c453bed6039b506f5222694491;Sulawesi;SMA;SWASTA;RAPORT;2.72;2.84;3.07;3.2;0;0;3.41;58;80;TIDAK SISIP
aeb7e240d84f364518d612400ba1310f;Bali & NTT;SMA;NEGERI;RAPORT;3.72;3.58;3.23;3.14;0;0;3.46;60;80;TIDAK SISIP
af7befae02b6339b1bc16395aa3abf88;Bali & NTT;SMA;SWASTA;RAPORT;2.61;2.79;2.77;2.9;2;5;3.18;60;78;TIDAK SISIP
b1c9b7d8980f8653772d64894c75ced2;Jawa;SMA;SWASTA;TES;0.83;0.56;1;1.3;14;37;1.32;51;71;SISIP
b596fa363e0b6273dd93f7237d147d51;Bali & NTT;SMA;SWASTA;RAPORT;2.44;2.63;2.44;2.51;2;7;2.70;60;81;TIDAK SISIP
b94c9f3c44bf00431346291471dae31e;Kalimantan;SMA;SWASTA;TES;3.78;3.34;3.45;3.22;0;0;3.54;58;78;TIDAK SISIP
ba65ab0aa2db3e50dac2f1e3b04dc6ce;Jawa;SMA;SWASTA;RAPORT;3.56;3.66;3.7;3.74;0;0;3.80;60;80;TIDAK SISIP
ba70c7401081e31942920f7a659a29ec;Papua & Maluku;SMA;NEGERI;RAPORT;3.5;3.47;3.22;3.21;0;0;3.45;60;80;TIDAK SISIP
bd124277b2cf35523f24dcb921446085;Sumatera;SMA;NEGERI;RAPORT;3.28;3.48;3.11;2.83;0;0;3.20;63;84;TIDAK SISIP
bd2960bd331c13016fad89b7275c0419;Jawa;SMK;SWASTA;RAPORT;2.72;2.1;1.73;1.59;8;24;1.98;60;75;SISIP
bd6d18458deaa054e220248fe99854da;Sumatera;SMA;NEGERI;RAPORT;4;3.8;3.79;3.81;0;0;3.90;62;83;TIDAK SISIP
be1a704a13bedd51a478b8df71bb80ba;Jawa;SMA;SWASTA;TES;0.38;0.9;0.74;0.69;16;46;0.57;55;76;SISIP
be4d8ef81e5f7d98cdba7eb5ca8bb2c7;Jawa;SMA;NEGERI;RAPORT;3.11;2.88;2.83;2.86;2;7;3.25;63;85;TIDAK SISIP
bed2edeaab6dfb0c35a3917edc9bfd17;Jawa;SMA;NEGERI;TES;3.44;3.53;3.3;3.22;0;0;3.48;60;80;TIDAK SISIP
c3ea55b06425f4fff37b920ceff3d94b;Jawa;SMA;NEGERI;RAPORT;3;3.2;2.78;2.72;1;4;3.03;63;81;TIDAK SISIP
c42688c5055ce63d9f82b972ee9c9f14;Kalimantan;SMA;NEGERI;RAPORT;3.33;3.32;3.25;3.29;1;3;3.45;60;80;TIDAK SISIP
c43067562216f2ea1ac8ebb56e2824f0;Kalimantan;SMA;NEGERI;RAPORT;3.56;3.32;3.12;3.09;0;0;3.30;58;76;TIDAK SISIP
c62f473921312c290973700062a75750;Kalimantan;SMA;NEGERI;RAPORT;3.72;3.62;3.71;3.67;0;0;3.80;62;83;TIDAK SISIP
c7ee56fcfc63a7d6b2a0fabcab7b5c13;Jawa;SMA;SWASTA;RAPORT;3.89;3.88;3.84;3.88;0;0;4.00;63;85;TIDAK SISIP
cb099f7bb0d0bd09bba9f123b79899e8;Jawa;SMA;SWASTA;RAPORT;0;0;0;0;8;25;0.00;25;34;SISIP
cb8c68747d06819d2957ca88d31a1b83;Jawa;SMA;SWASTA;RAPORT;3.11;3.4;3.37;3.27;0;0;3.48;63;85;TIDAK SISIP
cc67c7f08a72824abcc0b5d2a2df6925;Papua & Maluku;SMA;NEGERI;RAPORT;3.83;3.72;3.56;3.51;0;0;3.56;62;86;TIDAK SISIP
cd711aa2a764dc0cf13250568b30bc41;Jawa;SMA;SWASTA;RAPORT;3.83;3.56;3.71;3.66;0;0;3.84;63;86;TIDAK SISIP
cf607ce8cfd1a30431c743803bec6999;Papua & Maluku;SMA;NEGERI;RAPORT;2.87;2.6;2.91;2.85;3;8;3.15;56;78;TIDAK SISIP
d3fb57d954c4415c26710c2df15e577b;Sumatera;SMA;NEGERI;RAPORT;3.56;2.85;2.78;2.94;1;3;3.25;63;83;TIDAK SISIP
d5b3df8b3ce08f0bd2e4cfb840728b94;Bali & NTT;SMA;NEGERI;RAPORT;3.83;3.92;3.9;3.89;0;0;3.95;61;83;TIDAK SISIP
d66be0e412466f93924abb2b45900e84;Kalimantan;SMA;SWASTA;RAPORT;3.56;3.4;3.23;3.12;0;0;3.44;62;82;TIDAK SISIP
d67a1528049edac8524d6743e2905010;Sumatera;SMA;NEGERI;RAPORT;0.13;0.13;0.13;0.13;5;15;0.11;18;18;SISIP
d6ab50f7eb33d50da1dd3a62e86b09e8;Jawa;SMA;NEGERI;RAPORT;4;4;4;3.96;0;0;4.00;58;76;TIDAK SISIP
d80edb6f1e420e751f3bfa37aa941a40;Kalimantan;SMA;NEGERI;RAPORT;1.3;1.78;1.68;1.98;9;28;2.02;55;74;TIDAK SISIP
d89f4ecc37f0064d48d759ccef67afe8;Kalimantan;SMA;NEGERI;RAPORT;3.22;3;3.1;3.15;0;0;3.48;60;82;TIDAK SISIP
db125a47b4ce0219c6f59abc4a65a6ce;Kalimantan;SMA;NEGERI;RAPORT;3.33;3.42;3.44;3.45;0;0;3.59;62;86;TIDAK SISIP
db9865608d14c291f022d8c013625825;Jawa;SMA;NEGERI;TES;4;3.82;3.83;3.87;0;0;3.93;58;79;TIDAK SISIP
e48dd0c7954cd5d644c9fc7677dd2ed6;Bali & NTT;SMA;NEGERI;RAPORT;4;3.8;3.88;3.87;0;0;4.00;64;86;TIDAK SISIP
e54a568bd0d5ca9b12f8e36054f7c8c5;Jawa;SMK;NEGERI;RAPORT;4;4;4;3.98;0;0;4.00;61;83;TIDAK SISIP
e68f7795b0210d53604d7100bfbd6268;Bali & NTT;SMK;SWASTA;RAPORT;3.28;3.45;3.23;3.21;0;0;3.43;60;80;TIDAK SISIP
ec6c7349ba293ae6f4c22ac2daaba614;Sulawesi;SMA;NEGERI;RAPORT;3.83;3.62;3.39;3.38;0;0;3.57;62;80;TIDAK SISIP
ed55842eeef226f70fa831b4014e4ac4;Jawa;SMA;SWASTA;TES;2.22;2.45;2.17;1.99;7;18;2.18;56;75;TIDAK SISIP
ee6914ad7ad64c337a120661ca09413b;Jawa;SMA;NEGERI;RAPORT;3.83;3.87;3.92;3.94;0;0;4.00;62;82;TIDAK SISIP
f15b05902eec762fd0a75a27790282f9;Bali & NTT;SMK;NEGERI;TES;3.67;3.5;3.2;3.02;0;0;3.33;60;82;TIDAK SISIP
f24a3e52c2cdafd1412ce09c4744925e;Sumatera;SMA;SWASTA;RAPORT;3.56;3.56;3.57;3.58;0;0;3.67;63;85;TIDAK SISIP
f694d0e06043a2d2abf7c11c6f8a737f;Kalimantan;SMA;SWASTA;RAPORT;1.39;0.71;0.71;0.71;9;25;0.66;38;38;SISIP
f9d38af3350d5968d3f6f5b564762dd1;Jawa;SMA;NEGERI;RAPORT;3.56;3.63;3.57;3.65;0;0;3.90;63;85;TIDAK SISIP
fe3b5a55cdebce313bfcd7c2ce39e085;Sulawesi;SMA;SWASTA;RAPORT;2.38;1.9;1.85;1.67;7;23;1.58;51;70;SISIP
ff114a8dc6f0583ed75394c4e4db74f5;Jawa;SMA;SWASTA;RAPORT;2.83;3.08;3.19;3.3;0;0;3.48;58;76;TIDAK SISIP
034f5f40da90fbf7233f731c0943aa81;Jawa;SMK;NEGERI;TES;3.56;3.29;3.4;3.44;1;2;3.54;62;82;TIDAK SISIP
038734a89c9ae7762144e720ff4c1a15;Jawa;SMA;SWASTA;RAPORT;3.28;3.3;3.31;3.23;2;6;3.53;64;84;TIDAK SISIP
03a9129cfe15498ffc3f3818e63daed5;Jawa;SMA;SWASTA;RAPORT;4;3.95;3.96;3.97;0;0;4.00;57;79;TIDAK SISIP
04218ddf1de57a76314440f34a681e51;Jawa;SMA;SWASTA;RAPORT;3.83;3.54;3.6;3.54;0;0;3.70;65;89;TIDAK SISIP
052c771c90c836a72e559eb264f28668;Kalimantan;SMA;NEGERI;TES;3.11;3.13;2.96;3.17;0;0;3.37;62;84;TIDAK SISIP
0532073715542881e039eae849ae3b2f;Kalimantan;SMA;SWASTA;RAPORT;2.61;2.61;2.63;2.53;1;2;2.72;59;79;TIDAK SISIP
059a20b283367fa8aea0b6f5404ecac1;Bali & NTT;SMA;NEGERI;RAPORT;0.22;0.39;0.25;0.25;17;49;0.25;55;55;SISIP
07b634f409d802411a1989a029875619;Papua & Maluku;SMA;NEGERI;RAPORT;0.56;0.56;0.56;0.56;4;13;0.56;18;18;SISIP
07dd7527f676228289c9a4261963af24;Jawa;SMA;NEGERI;TES;3.72;3.76;3.76;3.77;0;0;3.80;66;86;TIDAK SISIP
0857f39e853b0ffc0dfc666fb2b0431b;Sumatera;SMA;SWASTA;RAPORT;0.33;0.33;0.33;0.33;6;18;0.33;18;18;SISIP
08b3be2e35f3450643c3e20d6d4ee099;Jawa;SMA;NEGERI;TES;0;0;0;0;6;18;0.00;18;18;SISIP
0a497e57d251a25338520f2f7b892f63;Jawa;SMA;NEGERI;TES;2.89;2.68;2.64;2.7;1;3;3.02;61;82;TIDAK SISIP
0b9afb71ac107bfb49fcd792f663d601;Jawa;SMA;SWASTA;RAPORT;1.17;1.53;0.98;0.98;12;34;0.98;53;53;SISIP
0de5c0f8c2aa5fa2c50c5e190cae6108;Jawa;SMA;SWASTA;TES;3.06;2.92;2.91;2.99;2;5;3.23;57;79;TIDAK SISIP
0f940b79da2508aa73e5bc55f671f4d0;Bali & NTT;SMA;SWASTA;RAPORT;3;2.03;1.67;1.27;9;26;1.53;57;75;SISIP
10398c6c3482ce2b8c9f29b0b1e9111e;Jawa;SMA;NEGERI;RAPORT;3.61;3.53;3.41;3.47;0;0;3.75;59;77;TIDAK SISIP
11c2e272ad67d17d313fbecc734c5737;Kalimantan;SMA;NEGERI;RAPORT;2.39;2.21;2.25;2.36;4;10;2.60;57;77;TIDAK SISIP
120748a0cc2c20d0d5d926fc494e8b76;Bali & NTT;SMA;NEGERI;RAPORT;2.39;1.71;1.7;1.26;9;26;1.56;57;77;SISIP
143772f321dee38b23587df23e70b722;Sulawesi;SMK;SWASTA;RAPORT;3.33;2.92;2.81;2.88;4;11;3.25;62;84;TIDAK SISIP
14eca0aa830637a07403afd289a5bfa2;Jawa;SMA;SWASTA;TES;2.22;1.5;1;0.76;13;37;0.92;57;75;SISIP
151d6d90d933a1b7d7781a0011d25088;Jawa;SMA;NEGERI;RAPORT;1.72;2.03;2.21;2.52;4;10;2.85;57;77;TIDAK SISIP
15435c1d59cff18f582ea0a257c3b380;Jawa;SMA;NEGERI;RAPORT;3.28;3.48;3.33;3.35;0;0;3.58;64;82;TIDAK SISIP
15c2732a18025e9378b6f262ee0f233f;Kalimantan;SMA;SWASTA;RAPORT;3.44;3.49;3.48;3.59;0;0;3.90;64;84;TIDAK SISIP
1a2c8802fa5a8faccada53884187c067;Sumatera;SMA;NEGERI;TES;3.33;3.52;3.7;3.66;0;0;3.80;66;88;TIDAK SISIP
1b2a1f669cb918970c34fc492a1aee2e;Bali & NTT;SMA;NEGERI;TES;3.28;2.53;2.4;2.74;4;11;3.02;57;77;TIDAK SISIP
2046e5c64120a03dc0511190047d3f5a;Bali & NTT;SMA;NEGERI;RAPORT;3.28;3.5;3.22;2.96;2;5;3.20;59;79;TIDAK SISIP
2125d058834b691007b3becd393ed214;Sulawesi;SMA;NEGERI;RAPORT;1;0.87;0.87;0.87;8;22;0.87;30;30;SISIP
21777a2bd6b57064d332e29daba3d6af;Sumatera;SMA;SWASTA;RAPORT;3.5;3.58;3.58;3.61;0;0;3.72;61;82;TIDAK SISIP
225c87df3e080f89bc065e9af1464572;Papua & Maluku;SMK;NEGERI;RAPORT;3.44;3.65;3.44;3.28;0;0;3.56;61;82;TIDAK SISIP
23e57f96b7c3ed8ba70f0f7b89ac6aa9;Jawa;SMA;NEGERI;RAPORT;0;0;0;0;5;16;0.00;18;18;SISIP
28cfae99c5b5332507bd888723aaefa4;Jawa;SMA;SWASTA;RAPORT;3.89;3.79;3.87;3.9;0;0;4.00;60;83;TIDAK SISIP
29f94bba473152ff62c7b1f8de7941fa;Jawa;SMA;SWASTA;TES;2.61;1.68;1.33;1.16;11;32;1.48;57;77;SISIP
2afd9a3303797150429947c0073de0a7;Jawa;SMA;SWASTA;TES;2.67;2.87;2.98;3.15;1;3;3.48;57;81;TIDAK SISIP
2b485e977a5cbf4362f43962db32f4ad;Jawa;SMA;SWASTA;TES;3.72;3.28;3.39;3.25;1;3;3.58;59;81;TIDAK SISIP
2c063bdfec46c2155524894d3f863932;Kalimantan;SMA;NEGERI;RAPORT;3.72;3.63;3.53;3.49;0;0;3.53;59;79;TIDAK SISIP
2c6a120154f291d4baee0cbaa64aa402;Jawa;SMK;SWASTA;TES;3.89;3.75;3.63;3.65;0;0;3.90;62;82;TIDAK SISIP
2d2fb7142c954d5779fc4920339b0b35;Jawa;SMA;NEGERI;TES;3.33;2.71;2.42;2.08;3;10;2.53;57;75;TIDAK SISIP
2d9a24955c4d2d0da8f32c01a1119c35;Jawa;SMA;SWASTA;RAPORT;1.83;1.87;1.95;2.13;6;20;2.52;57;77;TIDAK SISIP
2e4ec876716644ca44b40b207f7c4770;Sumatera;SMA;SWASTA;RAPORT;2.67;2.75;3;3.06;0;0;3.32;62;86;TIDAK SISIP
2f6a0ea05c1781ed8c613be5bbd2424b;Papua & Maluku;SMA;NEGERI;TES;0.83;1.62;1.51;1.84;9;25;2.09;53;73;TIDAK SISIP
30174b644150397a300511339899f5b0;Jawa;SMA;SWASTA;RAPORT;3.61;3.62;3.58;3.64;0;0;3.70;66;84;TIDAK SISIP
30870055b9d0cf891084001d0332a469;Kalimantan;SMK;NEGERI;RAPORT;3.44;3.71;3.77;3.77;0;0;3.85;64;84;TIDAK SISIP
30dfae39f7fe079625c2ee756cc7933f;Sumatera;SMA;NEGERI;TES;3.17;2.97;3;2.94;0;0;3.05;57;79;TIDAK SISIP
313b8d53a2311d1503e7bca67e228ef0;Sumatera;SMK;SWASTA;RAPORT;3.17;2.87;2.9;2.82;0;0;3.08;59;79;TIDAK SISIP
326a24097c886f70e0e4cae8788ccf0e;Kalimantan;SMA;NEGERI;RAPORT;3.44;3.42;3.4;3.48;0;0;3.53;62;82;TIDAK SISIP
3276e4bdac25ffca5aad438549d23afd;Jawa;SMA;NEGERI;RAPORT;4;3.65;3.64;3.68;0;0;3.73;61;81;TIDAK SISIP
32ad76ca5e0fcce784c06b7a15a4ec79;Jawa;SMA;SWASTA;RAPORT;3.44;3.39;3.1;3.1;1;3;3.36;59;79;TIDAK SISIP
32c178b0a984d7622558b1b27ceb780e;Papua & Maluku;SMA;SWASTA;TES;1.83;2.21;1.89;1.97;7;18;2.21;59;79;TIDAK SISIP
34abcbd4be2432cdd5515a064ba0000d;Jawa;SMA;NEGERI;RAPORT;3.61;3.68;3.8;3.8;0;0;3.90;59;79;TIDAK SISIP
352161ddd8a0c9ca18d65879ee74d304;Papua & Maluku;SMA;SWASTA;RAPORT;0.67;0.53;0.92;1.01;12;33;1.23;53;73;SISIP
35f6b3c203b16aae960fb98ce911c2de;Jawa;SMK;SWASTA;TES;3.17;3.45;3.4;3.41;0;0;3.70;60;82;TIDAK SISIP
3719c370eeadaec3192d207a33bba7cb;Papua & Maluku;SMA;NEGERI;TES;2.83;3.22;2.98;2.94;1;3;3.30;61;79;TIDAK SISIP
372cecb8399beb23cae5ccbbb903d7d6;Jawa;SMA;NEGERI;TES;4;3.89;3.93;3.92;0;0;4.00;59;79;TIDAK SISIP
372ecfba54fb53e1375a2ab7ee695eb0;Jawa;SMK;SWASTA;RAPORT;2.53;2.69;2.58;2.74;4;11;3.08;60;80;TIDAK SISIP
3762b19f766ae2c2df8d03d0ffe8ddad;Bali & NTT;SMA;NEGERI;RAPORT;2.28;2.76;2.46;2.43;5;14;2.77;57;77;TIDAK SISIP
3769d5a11b16e9b6033a35468dc0d776;Bali & NTT;SMA;SWASTA;RAPORT;3;3.29;3.34;3.37;0;0;3.57;64;86;TIDAK SISIP
381199a55d547b6b7a4e34cae710637f;Jawa;SMK;NEGERI;RAPORT;3.11;3.57;3.48;3.52;0;0;3.75;64;85;TIDAK SISIP
399608f4c45ba28fd5da68b0874718d5;Jawa;SMK;SWASTA;RAPORT;3.22;3.34;3.45;3.52;0;0;3.90;62;84;TIDAK SISIP
3a0b502ddab0f1fa891db4ffcf756543;Jawa;SMA;NEGERI;TES;1.39;1.95;2.21;2.54;5;13;2.90;57;79;TIDAK SISIP
3a6e5412ad19cb2bfe476002c8f37ef0;Jawa;SMA;NEGERI;RAPORT;4;4;3.97;3.98;0;0;4.00;59;81;TIDAK SISIP
3c1648a4bd43db5190f165f9636380d8;Sulawesi;SMA;SWASTA;RAPORT;1.22;1.41;1;0.86;13;36;0.93;51;68;SISIP
3db1a90acee1a36f63adfe5af43ed1e7;Jawa;SMA;NEGERI;RAPORT;4;3.83;3.79;3.72;0;0;3.85;63;83;TIDAK SISIP
40a3c3e297b9c27f0a67b1acce846387;Sumatera;SMA;NEGERI;RAPORT;1.4;0.94;1.14;1.67;14;36;1.93;56;76;SISIP
4134c62e9816e8fde6d0d86b6089df77;Jawa;SMA;NEGERI;RAPORT;3.33;3.39;3.51;3.59;0;0;3.68;59;81;TIDAK SISIP
4158ff96a4fa7066093c4b77dc1db8b6;Sulawesi;SMA;NEGERI;RAPORT;0.89;0.85;0.74;0.82;15;45;0.94;54;71;SISIP
449da7305def571bff75898b188063d1;Sulawesi;SMA;NEGERI;RAPORT;3.89;3.58;3.54;3.63;0;0;3.68;59;79;TIDAK SISIP
45631ee75c599e2d03b3bfc73578b1ad;Jawa;SMK;SWASTA;RAPORT;3.5;3.53;3.49;3.54;0;0;3.75;59;81;TIDAK SISIP
4c8d6a8bcdccee973bd437462d9c61bc;Papua & Maluku;SMA;NEGERI;RAPORT;3.28;2.89;3;3.13;2;5;3.40;57;77;TIDAK SISIP
4cf5cf4c235c91e566e33e8d7b70bea8;Sulawesi;SMA;SWASTA;RAPORT;2.61;2.05;1.63;1.82;9;25;2.33;57;77;TIDAK SISIP
